reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-11-15,wk inc flu hosp,2,2025-11-29,27,quantile,0.85,57
2025-11-15,wk inc flu hosp,3,2025-12-06,27,quantile,0.85,92
2025-11-15,wk inc flu hosp,0,2025-11-15,27,quantile,0.9,12
2025-11-15,wk inc flu hosp,1,2025-11-22,27,quantile,0.9,27
2025-11-15,wk inc flu hosp,2,2025-11-29,27,quantile,0.9,67
2025-11-15,wk inc flu hosp,3,2025-12-06,27,quantile,0.9,105
2025-11-15,wk inc flu hosp,0,2025-11-15,27,quantile,0.95,18
2025-11-15,wk inc flu hosp,1,2025-11-22,27,quantile,0.95,37
2025-11-15,wk inc flu hosp,2,2025-11-29,27,quantile,0.95,89
2025-11-15,wk inc flu hosp,3,2025-12-06,27,quantile,0.95,132
2025-11-15,wk inc flu hosp,0,2025-11-15,27,quantile,0.975,28
2025-11-15,wk inc flu hosp,1,2025-11-22,27,quantile,0.975,61
2025-11-15,wk inc flu hosp,2,2025-11-29,27,quantile,0.975,134
2025-11-15,wk inc flu hosp,3,2025-12-06,27,quantile,0.975,184
2025-11-15,wk inc flu hosp,0,2025-11-15,27,quantile,0.99,38
2025-11-15,wk inc flu hosp,1,2025-11-22,27,quantile,0.99,78
2025-11-15,wk inc flu hosp,2,2025-11-29,27,quantile,0.99,161
2025-11-15,wk inc flu hosp,3,2025-12-06,27,quantile,0.99,232
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.01,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.01,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.01,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.01,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.025,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.025,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.025,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.025,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.05,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.05,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.05,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.05,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.1,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.1,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.1,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.1,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.15,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.15,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.15,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.15,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.2,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.2,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.2,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.2,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.25,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.25,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.25,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.25,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.3,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.3,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.3,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.3,0.0011719331411246792
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.35,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.35,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.35,0.0023034458010082713
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.35,0.006397451356372619
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.4,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.4,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.4,0.004828283911158375
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.4,0.011536625661559231
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.45,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.45,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.45,0.0075660557343002624
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.45,0.015607482536214594
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.5,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.5,0.0016705177653637687
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.5,0.011530937571936576
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.5,0.020142453536708654
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.55,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.55,0.0032260831910648925
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.55,0.015255566162402465
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.55,0.026282159022332316
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.6,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.6,0.003974922914019335
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.6,0.0174322906629168
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.6,0.030643857418135023
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.65,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.65,0.007089932441509579
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.65,0.024437892859233055
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.65,0.03941861963768109
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.7,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.7,0.010690572240588949
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.7,0.031759006667348634
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.7,0.04883286482236614
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.75,0.0017371791685745395
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.75,0.014351755684960181
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.75,0.039095580672119386
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.75,0.059342336062050555
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.8,0.00489762375635807
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.8,0.01829766157733885
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.8,0.04592599955203005
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.8,0.06823874515226913
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.85,0.007191009794992546
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.85,0.022468972827493418
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.85,0.05301685645093031
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.85,0.07799650842528139
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.9,0.009075330602976238
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.9,0.02500129172415124
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.9,0.0572192808396684
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.9,0.08419646958193129
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.95,0.011364059842657722
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.95,0.027898266040569705
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.95,0.06324618227593908
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.95,0.09228524635270244
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.975,0.02214198538900404
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.975,0.04377343127420971
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.975,0.08417761025815437
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.975,0.11730615814879139
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,28,quantile,0.99,0.04166963437374699
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,28,quantile,0.99,0.07766085838068151
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,28,quantile,0.99,0.13504195863224808
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,28,quantile,0.99,0.17909959777926238
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.01,1
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.01,0
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.01,0
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.01,0
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.025,1
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.025,0
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.025,0
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.025,0
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.05,1
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.05,0
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.05,0
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.05,0
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.1,1
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.1,0
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.1,0
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.1,0
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.15,1
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.15,0
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.15,0
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.15,0
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.2,2
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.2,0
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.2,9
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.2,0
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.25,8
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.25,2
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.25,36
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.25,24
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.3,9
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.3,6
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.3,47
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.3,43
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.35,9
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.35,12
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.35,62
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.35,71
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.4,9
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.4,23
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.4,96
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.4,110
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.45,10
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.45,26
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.45,113
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.45,135
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.5,10
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.5,28
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.5,124
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.5,150
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.55,11
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.55,30
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.55,126
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.55,159
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.6,14
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.6,34
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.6,133
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.6,168
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.65,25
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.65,47
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.65,148
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.65,189
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.7,29
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.7,52
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.7,157
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.7,204
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.75,34
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.75,60
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.75,167
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.75,224
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.8,39
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.8,68
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.8,178
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.8,250
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.85,44
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.85,76
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.85,189
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.85,267
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.9,47
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.9,80
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.9,195
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.9,285
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.95,54
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.95,91
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.95,208
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.95,328
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.975,57
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.975,107
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.975,227
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.975,350
2025-11-15,wk inc flu hosp,0,2025-11-15,28,quantile,0.99,101
2025-11-15,wk inc flu hosp,1,2025-11-22,28,quantile,0.99,175
2025-11-15,wk inc flu hosp,2,2025-11-29,28,quantile,0.99,307
2025-11-15,wk inc flu hosp,3,2025-12-06,28,quantile,0.99,434
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.01,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.01,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.01,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.01,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.025,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.025,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.025,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.025,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.05,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.05,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.05,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.05,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.1,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.1,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.1,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.1,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.15,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.15,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.15,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.15,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.2,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.2,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.2,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.2,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.25,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.25,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.25,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.25,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.3,0
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.3,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.3,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.3,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.35,3.544032982315985e-4
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.35,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.35,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.35,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.4,0.0015303200596553453
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.4,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.4,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.4,0
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.45,0.002951134611900583
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.45,0
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.45,0
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.45,0.002390224965821533
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.5,0.0038207973231671128
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.5,2.3273082401144046e-5
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.5,0.0012079628438446985
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.5,0.005982743341763691
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.55,0.004629395636929754
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.55,0.0016982229225119424
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.55,0.003621812057550356
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.55,0.009460667109532694
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.6,0.005036252791059869
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.6,0.002806823551809647
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.6,0.005533605385524361
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.6,0.01244720295169595
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.65,0.005664838085993482
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.65,0.0038297728389810565
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.65,0.00789636497736537
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.65,0.015309432032541185
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.7,0.006258765208356123
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.7,0.004739254215687013
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.7,0.009513568537475389
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.7,0.017286259527718086
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.75,0.006889962656222106
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.75,0.005765977619360062
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.75,0.012173159157654047
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.75,0.02108589370851077
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.8,0.007266444504891663
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.8,0.006693025972130468
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.8,0.013750332087522396
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.8,0.023093129084388726
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.85,0.01072345498332539
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.85,0.010405440810726918
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.85,0.02126225023585014
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.85,0.03097321428392483
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.9,0.01612913162041399
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.9,0.016200523050282262
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.9,0.030404006391597963
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.9,0.0405381126742795
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.95,0.019062017589802777
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.95,0.022135221704992623
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.95,0.0370680108009605
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.95,0.04816719556872824
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.975,0.02177705228028651
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.975,0.03230777214477421
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.975,0.0579844255737429
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.975,0.07414094219080145
2025-11-15,wk inc flu prop ed visits,0,2025-11-15,33,quantile,0.99,0.02177705228028651
2025-11-15,wk inc flu prop ed visits,1,2025-11-22,33,quantile,0.99,0.03230777214477421
2025-11-15,wk inc flu prop ed visits,2,2025-11-29,33,quantile,0.99,0.0579844255737429
2025-11-15,wk inc flu prop ed visits,3,2025-12-06,33,quantile,0.99,0.08636452089635943
2025-11-15,wk inc flu hosp,0,2025-11-15,33,quantile,0.01,0
2025-11-15,wk inc flu hosp,1,2025-11-22,33,quantile,0.01,0
2025-11-15,wk inc flu hosp,2,2025-11-29,33,quantile,0.01,0
2025-11-15,wk inc flu hosp,3,2025-12-06,33,quantile,0.01,0
2025-11-15,wk inc flu hosp,0,2025-11-15,33,quantile,0.025,0
2025-11-15,wk inc flu hosp,1,2025-11-22,33,quantile,0.025,0
2025-11-15,wk inc flu hosp,2,2025-11-29,33,quantile,0.025,0
2025-11-15,wk inc flu hosp,3,2025-12-06,33,quantile,0.025,0
2025-11-15,wk inc flu hosp,0,2025-11-15,33,quantile,0.05,0
2025-11-15,wk inc flu hosp,1,2025-11-22,33,quantile,0.05,0
2025-11-15,wk inc flu hosp,2,2025-11-29,33,quantile,0.05,0
2025-11-15,wk inc flu hosp,3,2025-12-06,33,quantile,0.05,0
2025-11-15,wk inc flu hosp,0,2025-11-15,33,quantile,0.1,0
2025-11-15,wk inc flu hosp,1,2025-11-22,33,quantile,0.1,0
2025-11-15,wk inc flu hosp,2,2025-11-29,33,quantile,0.1,0
2025-11-15,wk inc flu hosp,3,2025-12-06,33,quantile,0.1,0
2025-11-15,wk inc flu hosp,0,2025-11-15,33,quantile,0.15,0
2025-11-15,wk inc flu hosp,1,2025-11-22,33,quantile,0.15,0
2025-11-15,wk inc flu hosp,2,2025-11-29,33,quantile,0.15,0
2025-11-15,wk inc flu hosp,3,2025-12-06,33,quantile,0.15,0
2025-11-15,wk inc flu hosp,0,2025-11-15,33,quantile,0.2,0
2025-11-15,wk inc flu hosp,1,2025-11-22,33,quantile,0.2,0
2025-11-15,wk inc flu hosp,2,2025-11-29,33,quantile,0.2,0
2025-11-15,wk inc flu hosp,3,2025-12-06,33,quantile,0.2,0
2025-11-15,wk inc flu hosp,0,2025-11-15,33,quantile,0.25,0
2025-11-15,wk inc flu hosp,1,2025-11-22,33,quantile,0.25,0
2025-11-15,wk inc flu hosp,2,2025-11-29,33,quantile,0.25,0
2025-11-15,wk inc flu hosp,3,2025-12-06,33,quantile,0.25,0
2025-11-15,wk inc flu hosp,0,2025-11-15,33,quantile,0.3,2
2025-11-15,wk inc flu hosp,1,2025-11-22,33,quantile,0.3,0
2025-11-15,wk inc flu hosp,2,2025-11-29,33,quantile,0.3,0
2025-11-15,wk inc flu hosp,3,2025-12-06,33,quantile,0.3,6
2025-11-15,wk inc flu hosp,0,2025-11-15,33,quantile,0.35,3
2025-11-15,wk inc flu hosp,1,2025-11-22,33,quantile,0.35,2
2025-11-15,wk inc flu hosp,2,2025-11-29,33,quantile,0.35,4
2025-11-15,wk inc flu hosp,3,2025-12-06,33,quantile,0.35,12
2025-11-15,wk inc flu hosp,0,2025-11-15,33,quantile,0.4,4
2025-11-15,wk inc flu hosp,1,2025-11-22,33,quantile,0.4,3
2025-11-15,wk inc flu hosp,2,2025-11-29,33,quantile,0.4,6
